Policy_number,Type,Coverage,Coverage_Add_Ons,Policy_Status,Validity,Insured_amount,Premium_amount,Issuance_date,Policy_holder_name,Payment_status,Payment_Frequency,Policy_renewal_date,Claimant_name,Relationship,Address,Claimant_occupation,Claimant_age,Marital_status,Claimant_driver_history,Emergency_contact_information,Phone_Number,Email,Registration_number,Make,Model,Year,Engine_Chassis_number,Color,Vehicle_condition,Vehicle_value_market_value,Vehicle_type_sedan_SUV_etc,Vehicle_history_accident_repair_history,Fuel_type,Insurance_coverage_type,Odometer_reading,Vehicle_safety_features,Date,Time,Location,Nature_of_incident,Police_report,Incident_severity_level,Weather_conditions_at_the_time_of_the_accident,Witnesses,Traffic_condition_at_the_time_of_incident,Incident_description,Involvement_of_pedestrians_or_animals,Cause_of_incident,Damage_to_property_outside_the_vehicle,Accident_scene_photos_videos,Own_Damage,Third_Party,Comprehensive,Extent_of_damage,Repair_estimates,Surveyor_report,Repair_Cost,Total_Loss_Evaluation,Depreciation,Salvage_value,Parts_replaced,Insurance_settlement_amount,Repair_duration,Repair_shop_details,Claim_Form,Driving_License,RC_Book,FIR,Repair_estimate_bill,Claim_amount,Deductibles,Previous_claims,Claim_status,Supporting_documents,Payment_details,Claim_history_report,Injury_details,Medical_bills,Hospitalization_details,Treatment_type,Medical_reports,Doctor_statement,Prescription_details,Physiotherapy_details,Disability_status,Loss_of_wages,Red_flags,Investigation,Regulatory_compliance,Court_cases,Fraud_detection,Compliance_check_list,Legal_obligations_if_any,Forensic_examination_if_any,Claims_audit_findings,Claim_review_history,Claims_approval_status,Final_settlement_approval,Internal_audit_report,Claim_verification,Fraud_detection_approval,Supervisor_Manager_approval,Driver_license,Driver_history,Driving_experience,Previous_traffic_violations,License_expiry_date,Driver_address,Driver_contact_details,Driver_medical_history,Alcohol_drug_test_results,License_class_if_applicable,License_Type
POL80465445,Car Insurance,Accidental Coverage,No Claim Bonus,Effective,2024-07-07 to 2025-04-01,1687542,57836,2024-05-02,Tracy Fox,Pending,Yearly,2025-07-03,William Wilson,Son,"PSC 1205, Box 4185
APO AP 16836",Architectural technologist,65,Single,One speeding ticket,"(388)554-7557x66676, knightlinda@example.net",437.700.7007,ccampos@example.net,tN 02 mw 9492,Ford,Swift,2015,sO1026710066,Blue,New,875070.6896733794,Hatchback,1 repair,Petrol,Third Party,19427,"Airbags, ABS",2024-12-25,15:14:57,West Brentborough,Accident involving pedestrian,FIR35048,High,Overcast,"(239)357-2981x65927, Sherry Carson",Heavy,Pedestrian hit,Yes,Theft,No,"I.jpg, her.mp4",True,True,False,10186,664354.113202371,SurveyorReport199,664354.113202371,Not a total loss,108231.80294631685,85281.64079588726,Roof panel,890392,1,"Serrano-Johnson, 7515 Vincent Squares
Smithland, MD 14536, +1-561-444-2137x125",ClaimForm714,DL1262531783,RC2659419560,FIR94055,Estimate141,916966,26574,5,Pending,"watch.jpg, material.mp4",Payment377,HistoryReport426,Whiplash injury,41138,"3 days in Copeland, Fitzgerald and Newman",Casting and Physiotherapy,MedicalReport031,DoctorStatement659,Prescription152,PhysioReport109,False,47791,True,Pending,Compliant,True,Failed,None,None,ForensicReport675,AuditFindings823,ReviewHistory808,Approved,True,AuditReport371,True,False,Manager777,DL0049923498,Clean driving record,16,No violations,2030-01-21,"5701 Michael Square Suite 892
Martinhaven, MI 91173","877-793-5224x34498, michellewheeler@example.com",Hypertension,Failed,HGV,Permanent
POL08192727,Car Insurance,Accidental Coverage,No Claim Bonus,Suspended,2025-02-08 to 2025-06-23,1086612,42350,2025-02-11,Janet Duffy,Paid,Quarterly,2026-12-26,Kathryn Montgomery,Spouse,"016 Pearson Garden Suite 883
Lake Tammietown, FL 76127",Orthoptist,67,Single,1 accident,"001-952-761-6405x819, james08@example.org",400.235.8500x75165,joy46@example.net,ET 64 eY 1403,Honda,EcoSport,2015,kK9692789306,Black,Used,1010737.3519146198,Hatchback,No accidents,Petrol,Third Party,88583,"Airbags, ABS, Parking Sensors",2024-10-21,15:07:51,North Travis,Accident involving pedestrian,FIR99737,High,Overcast,"318-891-5620x284, Rebekah Martinez",Heavy,Stolen vehicle,Yes,Theft,Yes,"imagine.jpg, have.mp4",False,True,False,32153,543428.9904327699,SurveyorReport252,543428.9904327699,Not a total loss,78077.28297996355,91635.84190349102,Front left door,821782,3,"Buchanan, Silva and Payne, 35162 Huang Hollow Suite 126
Port Amandamouth, CT 55520, 7396802845",ClaimForm825,DL5004961055,RC9765077802,FIR70410,Estimate371,893262,71480,1,Rejected,"hotel.jpg, law.mp4",Payment459,HistoryReport375,Head injury,17209,"5 days in Johnson, Ortega and Hernandez",Surgery and observation,MedicalReport046,DoctorStatement795,Prescription890,PhysioReport874,False,24522,False,Under process,Non-compliant,False,Passed,Pending,None,ForensicReport759,AuditFindings106,ReviewHistory592,Rejected,False,AuditReport034,False,True,Manager322,DL6767175675,Clean driving record,3,No violations,2026-03-15,"0648 Catherine Pine Apt. 292
Hartmanmouth, MA 91352","(445)970-2612, judithharris@example.com",Hypertension,Failed,HGV,Learning
POL09888720,Car Insurance,Comprehensive,Zero Depreciation,Suspended,2025-02-26 to 2025-05-10,1083947,42769,2024-12-09,Melanie Brown,Paid,Recurring,2025-12-14,Catherine Bond,Spouse,"057 Joseph Mall Suite 657
Lisaton, AZ 51246",Furniture conservator/restorer,28,Single,Clean,"419.535.2719x421, osmith@example.com",776-892-6469,xross@example.com,sU 04 vX 1150,Ford,Swift,2015,df5686316314,Red,Used,682945.8188576568,Hatchback,No accidents,Diesel,Third Party,72574,"Airbags, ABS, Parking Sensors",2024-08-03,08:06:46,Ariasshire,Minor Scratch,FIR01606,Low,Sunny,"(337)896-3625, Erica Lopez",Heavy,Pedestrian hit,No,Theft,No,"bit.jpg, hour.mp4",True,False,True,16989,651637.1608022725,SurveyorReport790,651637.1608022725,Total Loss,95218.15477782015,39390.99741209769,Windshield,698616,2,"Perry-Jackson, 86006 Shannon Crest Apt. 915
Susanland, WI 42571, 568.916.0793",ClaimForm223,DL8823426664,RC6750902251,FIR47461,Estimate348,745908,47292,1,Rejected,"wonder.jpg, personal.mp4",Payment984,HistoryReport110,Head injury,27077,6 days in Baxter LLC,Surgery and observation,MedicalReport624,DoctorStatement258,Prescription389,PhysioReport566,True,25044,False,Under process,Non-compliant,False,Failed,Pending,None,ForensicReport803,AuditFindings488,ReviewHistory175,Approved,True,AuditReport018,False,True,Manager848,DL9765512954,One speeding ticket,2,2 accidents,2028-08-07,"444 Lynn Terrace
South Haley, AS 86901","(589)718-1354, lmiller@example.net",No major medical issues,Passed,HGV,Learning
POL13896254,Car Insurance,Comprehensive,Engine Protection,Suspended,2024-11-09 to 2025-05-14,1937146,93307,2024-11-05,Matthew Mccarthy,Pending,Half Yearly,2026-10-12,James Wright,Son,"405 Yvonne Park
Port Matthew, OK 60527",Insurance broker,26,Married,Clean,"364-846-3084, meganaguirre@example.net",(201)698-6384x3089,garycasey@example.org,HJ 68 bL 9026,Toyota,Corolla,2019,Vk4645386006,White,New,2775789.3227138305,Hatchback,1 accident,Petrol,Third Party,47114,"Airbags, ABS, Reverse Sensors",2024-04-09,10:06:34,Katieshire,Accident involving pedestrian,FIR84902,Low,Cloudy,"2959006423, Nicholas Kline",Heavy,Pedestrian hit,Yes,Speeding,No,"a.jpg, western.mp4",False,False,False,11595,950530.4935802945,SurveyorReport350,950530.4935802945,Not a total loss,151274.81763170633,110161.70790711688,Left side mirror,1340517,8,"Burns LLC, 81411 Randall Plain
Lake Anne, OH 61683, 924-777-5192x76958",ClaimForm178,DL1390588103,RC5003829565,FIR24974,Estimate919,1413204,72687,3,Pending,"dog.jpg, sister.mp4",Payment800,HistoryReport551,Head injury,18291,"10 days in Lucas, Chase and Beck",Surgery and observation,MedicalReport070,DoctorStatement922,Prescription647,PhysioReport159,False,29325,False,Closed,Compliant,False,Failed,Pending,Pending,ForensicReport272,AuditFindings793,ReviewHistory734,Approved,True,AuditReport411,False,False,Manager513,DL5678533490,One traffic violation,12,1 speeding,2025-07-09,"8261 Clark Garden
Harrisside, NV 99828","596-565-6737, ysoto@example.net",Hypertension,Passed,HGV,Permanent
POL76307767,Car Insurance,Accidental Coverage,Engine Protection,Cancelled,2024-03-23 to 2026-03-02,347629,12933,2024-06-05,Cheryl Juarez,Paid,Half Yearly,2026-10-16,Eric Wheeler,Spouse,"2981 Miller Burgs Suite 828
New Angela, KS 28949",Information systems manager,31,Single,2 minor accidents,"(964)885-1004, johngordon@example.org",684-324-2625,jeremyfry@example.com,Rh 45 Nj 2024,Ford,City,2015,Ai1223527730,Silver,Used,197518.33034345647,Sedan,No accidents,Petrol,Third Party,28290,"Airbags, ABS, Reverse Sensors",2025-01-24,16:11:10,South Meganfurt,Minor Collision,FIR59626,Low,Sunny,"800-874-2520x534, Julie Valenzuela",Moderate,Scratched car,Yes,Theft,Yes,"with.jpg, drug.mp4",True,True,False,17041,123460.37747241114,SurveyorReport049,123460.37747241114,Total Loss,12981.255056917049,18114.887131585536,Left fender,227129,4,"Snyder, Townsend and Sanders, Unit 3231 Box 3765
DPO AA 64852, 9198919907",ClaimForm041,DL4054088591,RC7673261413,FIR22245,Estimate501,234498,7369,5,Rejected,"brother.jpg, top.mp4",Payment850,HistoryReport992,Broken leg,37741,5 days in Hendrix-Cox,Rest and bandage,MedicalReport257,DoctorStatement188,Prescription301,PhysioReport261,True,41178,True,Under process,Compliant,True,Failed,Pending,None,ForensicReport320,AuditFindings877,ReviewHistory739,Approved,False,AuditReport520,True,False,Manager497,DL9732092417,2 minor accidents,1,1 parking violation,2027-09-14,"8133 Morgan Shores Apt. 948
Lake Brian, IL 49082","601.371.3872, ramosstephen@example.net",No major medical issues,Passed,HGV,Permanent
POL12827859,Car Insurance,Accidental Coverage,Engine Protection,Suspended,2024-05-31 to 2025-07-01,360991,6106,2024-06-22,Debra White,Paid,Yearly,2025-07-30,Bethany Watson,Daughter,"998 Zachary View
Lake Michelle, SD 10567","Engineer, manufacturing systems",62,Single,One speeding ticket,"+1-920-538-8799x27100, jillmurphy@example.org",760-785-1629,boydcassandra@example.com,mj 00 VS 4220,Maruti Suzuki,i20,2020,MJ2453870143,White,Used,243266.64787602724,SUV,No accidents,Petrol,Third Party,34789,"Airbags, ABS, EBD",2024-10-19,09:27:39,North Leahtown,Minor Collision,FIR27229,Low,Sunny,"309.327.1576x265, Dana Simon",Moderate,Scratched car,No,Theft,No,"water.jpg, field.mp4",True,True,True,30828,73812.67776991484,SurveyorReport552,73812.67776991484,Total Loss,37814.152586415745,17283.42652756031,Rear bumper,131179,3,"Young-King, 834 Michael Bypass
Angelaton, WV 96036, +1-993-672-3449x046",ClaimForm351,DL4134571458,RC7841478753,FIR84681,Estimate485,140592,9413,2,Approved,"culture.jpg, final.mp4",Payment962,HistoryReport124,Broken leg,27109,"10 days in Ramirez, Adams and Wallace",Surgery and observation,MedicalReport613,DoctorStatement371,Prescription683,PhysioReport897,False,29734,False,Pending,Compliant,False,Passed,None,Pending,ForensicReport341,AuditFindings630,ReviewHistory632,Approved,True,AuditReport339,False,False,Manager000,DL0140655050,Clean driving record,18,1 parking violation,2029-10-28,"3163 Alexander Square Apt. 126
South Kimberlymouth, IN 57931","001-508-570-5825x03369, bethany19@example.org",Diabetes,Failed,LMV,Learning
POL00554089,Car Insurance,Accidental Coverage,Consumable cover,Cancelled,2025-02-06 to 2025-10-25,1248700,29759,2024-04-20,Sharon Greene,Pending,Monthly,2026-12-21,Jeanne Brown,Daughter,"USCGC Fox
FPO AE 87667",Dentist,59,Single,1 accident,"001-447-630-2059x89106, geralddecker@example.net",+1-716-389-9479x160,khaney@example.com,Kt 58 Fb 6642,Toyota,EcoSport,2015,GE1732248270,Black,New,967280.6054443646,Sedan,No accidents,Diesel,Third Party,44295,"Airbags, ABS",2024-04-27,16:23:20,West John,Minor Scratch,FIR36956,High,Sunny,"277.708.3141, Katherine White",Light,Scratched car,Yes,Pedestrian crossing,No,"appear.jpg, account.mp4",True,False,True,37330,463849.84998405963,SurveyorReport531,463849.84998405963,Not a total loss,64037.49538854431,41959.486571682064,Front left door,469116,2,"Brown and Sons, 027 Martin Shores
East Michaelfort, AR 13936, 001-297-373-0114",ClaimForm861,DL8782957833,RC6706461388,FIR95878,Estimate493,510506,41390,4,Rejected,"information.jpg, already.mp4",Payment672,HistoryReport012,Bruises on face,36881,8 days in Casey and Sons,Surgery and bed rest,MedicalReport191,DoctorStatement140,Prescription947,PhysioReport441,True,20735,True,Closed,Non-compliant,False,Failed,None,Pending,ForensicReport803,AuditFindings980,ReviewHistory653,Approved,True,AuditReport069,False,False,Manager573,DL4346819030,One speeding ticket,19,1 speeding,2029-06-11,"3397 Fleming Inlet
Adamstad, WA 99374","310.253.0548x80851, melissahood@example.org",Asthma,Passed,LMV,Permanent
POL26735843,Car Insurance,Accidental Coverage,No Claim Bonus,Effective,2024-07-13 to 2025-05-31,387893,13042,2024-04-28,Alex Stephens,Pending,Recurring,2026-03-24,Rebecca Barnes,Parent,"03569 Roach Ford Apt. 077
New Bryan, TN 25342",Mining engineer,62,Married,2 minor accidents,"708-796-7678x06381, copelandbonnie@example.net",677.465.5553,ghoward@example.net,Qh 98 nQ 9596,Hyundai,City,2020,YU4720032159,Red,New,317882.74212459696,SUV,1 accident,Petrol,Comprehensive,13014,"Airbags, ABS, Reverse Sensors",2024-04-03,12:48:05,Jamesborough,Theft,FIR95672,Low,Sunny,"714-796-5336x3155, Julia Foster",Heavy,Stolen vehicle,Yes,Speeding,Yes,"mission.jpg, ahead.mp4",True,False,True,28919,116529.89516910313,SurveyorReport528,116529.89516910313,Total Loss,62449.66286779284,16720.932858360087,Front left door,173616,4,"Hayes, Bishop and Vargas, 2277 Lester Parkways
Patrickburgh, MT 79159, 001-745-335-5335",ClaimForm388,DL1302304401,RC0159866805,FIR41143,Estimate057,185943,12327,1,Pending,"food.jpg, bar.mp4",Payment655,HistoryReport176,Bruises on face,33899,7 days in Richardson PLC,Surgery and bed rest,MedicalReport671,DoctorStatement813,Prescription385,PhysioReport181,False,26321,False,Closed,Non-compliant,False,Passed,None,Pending,ForensicReport186,AuditFindings907,ReviewHistory089,Rejected,False,AuditReport079,True,True,Manager716,DL7252726460,Clean driving record,6,1 parking violation,2027-04-26,"2354 Troy Curve
North Shelley, MT 92296","414-771-5689, iross@example.net",Diabetes,Passed,LMV,Learning
POL90451944,Car Insurance,Third Party,Road side assistance (24*7),Suspended,2024-09-28 to 2026-02-06,902261,28850,2024-06-09,Joshua Parker,Pending,Monthly,2025-07-15,Randall Brown,Son,"6734 Le Park
Lake Whitney, LA 98757","Nurse, children's",61,Single,One speeding ticket,"001-330-842-6380x1798, paul43@example.com",+1-884-992-7271x11268,brownpatricia@example.com,wh 30 Sj 1796,Hyundai,i20,2022,ms9991980973,White,New,601405.408223956,Hatchback,No accidents,Diesel,Third Party,25880,"Airbags, ABS, Parking Sensors",2024-05-19,13:16:43,North Billy,Accident involving pedestrian,FIR97212,High,Overcast,"(570)975-8993, Susan Little",Moderate,Hit by a truck,Yes,Speeding,No,"face.jpg, star.mp4",False,True,False,24041,180066.75262095346,SurveyorReport440,180066.75262095346,Total Loss,69578.20197072363,19037.83877197641,Left fender,267065,6,"Wilson, Davis and Adams, 54117 Gina Place Suite 821
New Michael, TX 27400, 706.909.3662x220",ClaimForm936,DL6311459552,RC5840996586,FIR66417,Estimate684,277458,10393,3,Approved,"color.jpg, gas.mp4",Payment348,HistoryReport276,Fractured arm,11208,"5 days in Harris, Livingston and Hammond",Casting and Physiotherapy,MedicalReport095,DoctorStatement219,Prescription414,PhysioReport434,True,19648,False,Pending,Compliant,False,Failed,Pending,None,ForensicReport603,AuditFindings539,ReviewHistory182,Approved,True,AuditReport937,True,False,Manager245,DL2414934155,Clean driving record,10,1 speeding,2027-12-19,"USCGC Smith
FPO AE 96744","756.598.2788, xmurray@example.com",Diabetes,Passed,LMV,Permanent
POL64798886,Car Insurance,Third Party,Zero Depreciation,Cancelled,2024-09-24 to 2025-11-04,279164,13657,2024-04-01,Joseph Castro,Pending,Yearly,2026-07-01,Christopher Parrish,Spouse,"46537 Lewis Village Apt. 211
Haleyside, HI 74195",Geoscientist,51,Single,2 minor accidents,"+1-218-393-9579x4172, swinters@example.org",(897)543-8386,hudsonmatthew@example.com,Zp 57 UR 9336,Ford,Corolla,2021,kK3676674493,Black,Used,168070.08669662647,Hatchback,1 accident,Petrol,Comprehensive,62730,"Airbags, ABS",2024-06-05,12:25:27,Burkeside,Accident involving pedestrian,FIR55831,High,Clear,"001-523-547-8778, Maria Williams",Heavy,Scratched car,No,Driver Error,Yes,"explain.jpg, alone.mp4",False,True,False,16733,42642.62261570308,SurveyorReport416,42642.62261570308,Not a total loss,16256.578433021848,3229.153549848604,Windshield,56939,6,"Gray-Gray, 02580 Barton Glen Apt. 840
Emilyshire, FL 18106, 375.326.8272x76939",ClaimForm539,DL9380912946,RC7321302818,FIR69361,Estimate502,63141,6202,2,Rejected,"each.jpg, writer.mp4",Payment306,HistoryReport416,Whiplash injury,36970,"7 days in Mason, Booth and Howe",Surgery and bed rest,MedicalReport403,DoctorStatement197,Prescription102,PhysioReport466,True,10153,True,Under process,Compliant,False,Failed,Pending,Pending,ForensicReport604,AuditFindings639,ReviewHistory111,Approved,True,AuditReport357,True,False,Manager995,DL4833310522,One traffic violation,16,1 parking violation,2026-01-15,"836 Taylor Cove Apt. 596
Underwoodtown, MH 34572","001-865-467-6988x25594, josephcrawford@example.net",Diabetes,Failed,LMV,Learning
POL68462517,Car Insurance,Third Party,Consumable cover,Effective,2024-06-20 to 2025-06-09,1057573,23217,2024-09-16,Tony Wise,Paid,Quarterly,2026-10-21,Heather Galloway,Spouse,"753 Laura View Suite 071
Marioberg, AR 00758",Education administrator,27,Married,Clean,"640.517.3772x76879, nicole53@example.net",322-912-7924,rreed@example.com,Rk 84 MD 4862,Honda,EcoSport,2016,sG4809807830,Blue,New,531235.5305416934,Sedan,1 accident,Petrol,Third Party,79965,"Airbags, ABS, EBD",2024-11-17,08:34:20,Yatesstad,Minor Scratch,FIR13212,Moderate,Clear,"(200)327-1758x108, Monica Simmons",Light,Hit by a truck,No,Theft,Yes,"race.jpg, wait.mp4",True,False,False,31330,269495.26659167005,SurveyorReport843,269495.26659167005,Not a total loss,66319.71840726805,23876.279967675935,Left side mirror,459801,3,"Beard, Rowe and Michael, 49260 Wilkinson Turnpike Suite 779
Port Johnny, AK 55915, 318.712.0756",ClaimForm919,DL2884328207,RC8715525965,FIR39396,Estimate405,490837,31036,5,Approved,"deal.jpg, tell.mp4",Payment708,HistoryReport595,Whiplash injury,47357,2 days in Quinn-Powell,Physiotherapy and medication,MedicalReport310,DoctorStatement635,Prescription116,PhysioReport825,True,33548,True,Under process,Compliant,True,Failed,Pending,Pending,ForensicReport311,AuditFindings155,ReviewHistory161,Approved,False,AuditReport834,False,False,Manager368,DL3686165361,One traffic violation,6,1 speeding,2026-06-24,"46450 Adams Shoals
Lake Karenview, TN 16491","6933763822, melissanorman@example.com",Diabetes,Passed,LMV,Learning
POL31414016,Car Insurance,Accidental Coverage,Zero Depreciation,Cancelled,2024-05-27 to 2025-11-11,884205,19538,2024-08-19,Craig Sims,Paid,Yearly,2027-01-27,Mary Washington,Daughter,"7339 Eric Hill
Morenoport, RI 59695",Art gallery manager,56,Single,One speeding ticket,"396-913-2630, tammygeorge@example.net",+1-672-652-1286x5781,ujones@example.net,Ri 25 XC 5196,Ford,Swift,2016,DZ7896305678,Silver,Used,1220096.7557361727,SUV,1 accident,Petrol,Comprehensive,30540,"Airbags, ABS, Reverse Sensors",2024-04-01,18:29:06,New Joshua,Major Collision,FIR79475,High,Clear,"(788)948-7100x04608, Joshua Morgan",Light,Hit by a truck,No,Speeding,Yes,"understand.jpg, agent.mp4",False,False,True,37204,329007.91537913965,SurveyorReport932,329007.91537913965,Not a total loss,212383.18349903257,18390.275228082563,Left side mirror,318075,5,"Jones Ltd, 55078 Stephanie Terrace
Port Caitlynside, MS 58760, +1-834-499-8743x37761",ClaimForm274,DL4272489342,RC2600097457,FIR45620,Estimate823,348321,30246,3,Approved,"theory.jpg, go.mp4",Payment431,HistoryReport575,Broken leg,24798,4 days in Ray and Sons,Surgery and bed rest,MedicalReport294,DoctorStatement589,Prescription743,PhysioReport462,True,22909,True,Under process,Compliant,False,Failed,None,None,ForensicReport745,AuditFindings950,ReviewHistory885,Approved,True,AuditReport045,False,False,Manager370,DL5936168748,2 minor accidents,7,1 parking violation,2028-01-03,"Unit 0617 Box 4597
DPO AP 23474","(315)321-7042, simmonsbrian@example.org",Diabetes,Failed,LMV,Learning
POL08656906,Car Insurance,Comprehensive,Zero Depreciation,Effective,2025-02-14 to 2025-07-08,385220,7454,2024-11-19,David Brady,Paid,Recurring,2026-08-13,Paul Mitchell,Parent,"51989 Smith Underpass Apt. 212
Leeborough, MP 02323",Social worker,39,Single,1 accident,"(217)432-2029x713, alexanderphillip@example.com",710.982.5984,susan67@example.com,KA 99 ky 3144,Ford,i20,2019,Vm3691842065,Black,Used,359944.69382375537,SUV,No accidents,Diesel,Comprehensive,93656,"Airbags, ABS, Reverse Sensors",2024-11-24,02:30:04,Munozfurt,Major Collision,FIR75208,High,Rainy,"477-617-1472, Cory Hunter",Light,Stolen vehicle,No,Theft,No,"hard.jpg, practice.mp4",True,False,False,19971,258838.59854559458,SurveyorReport398,258838.59854559458,Total Loss,18292.48226019956,20032.613701702718,Roof panel,254350,7,"Kaufman, Smith and Henderson, 63014 Tony Ridges
Anthonyberg, WA 72360, 989.540.4306x12014",ClaimForm402,DL4619494815,RC4357867446,FIR37667,Estimate374,269652,15302,1,Approved,"room.jpg, sea.mp4",Payment832,HistoryReport286,Broken leg,30327,1 days in Hicks-Lopez,Rest and bandage,MedicalReport852,DoctorStatement316,Prescription118,PhysioReport938,True,32641,False,Under process,Compliant,True,Passed,Pending,Pending,ForensicReport297,AuditFindings486,ReviewHistory256,Approved,False,AuditReport284,False,False,Manager648,DL9162389514,Clean driving record,3,2 accidents,2025-11-04,"8465 Harris Plaza
Angelaborough, CO 90585","+1-889-510-3779x256, gkelley@example.com",Asthma,Failed,LMV,Permanent
POL38957125,Car Insurance,Third Party,Road side assistance (24*7),Cancelled,2025-02-19 to 2025-06-03,1100086,51633,2024-10-08,Justin Taylor,Paid,Quarterly,2025-09-05,George Brown,Parent,"70345 Jared Throughway Suite 945
Tamaratown, CA 10916",Interior and spatial designer,58,Married,One speeding ticket,"(686)752-9084x4960, jburton@example.com",(604)495-0511x62250,spencerbenjamin@example.net,QK 58 op 2391,Toyota,Swift,2015,HK5506783787,White,Used,1475304.8967597068,Hatchback,1 accident,Diesel,Comprehensive,17857,"Airbags, ABS, Reverse Sensors",2025-02-03,11:49:21,Estradamouth,Theft,FIR87817,Low,Overcast,"001-428-661-2700x02193, Lauren Russell",Moderate,Rear-ended car,No,Speeding,Yes,"concern.jpg, leg.mp4",False,False,True,23872,77797.1094737417,SurveyorReport037,77797.1094737417,Total Loss,285718.4180811357,146543.0933723565,Left fender,110748,7,"Martin-Colon, 01129 Robinson Crossing Suite 962
Brianborough, VA 02205, 485-384-7199x1069",ClaimForm980,DL1078108495,RC3254947538,FIR71449,Estimate951,119875,9127,0,Pending,"beautiful.jpg, of.mp4",Payment826,HistoryReport045,Bruises on face,20955,"3 days in Garcia, Thomas and Bennett",Casting and Physiotherapy,MedicalReport487,DoctorStatement430,Prescription775,PhysioReport273,False,42196,False,Pending,Compliant,False,Failed,None,Pending,ForensicReport712,AuditFindings802,ReviewHistory635,Rejected,True,AuditReport489,True,True,Manager559,DL8683556289,One speeding ticket,16,2 accidents,2027-02-24,"4632 Rice Plaza Apt. 516
South Jaredfort, MN 83478","946.990.0593, bhurst@example.org",Asthma,Passed,HGV,Permanent
